id,artist,title,lyrics,annotation_count,api_path,full_title,header_image_thumbnail_url,header_image_url,lyrics_owner_id,lyrics_state,path,pyongs_count,song_art_image_thumbnail_url,song_art_image_url,title_with_featured,url,album_api_path,album_cover_art_url,album_full_title,album_id,album_name,album_release_date_for_display,album_url
2432881,Felly,Desert Eagle,"33 ContributorsDesert Eagle Lyrics[Intro: GYYPS]
Mama!

[Chorus: Felly]
I think they coming for my freedom
They wanna gun me, desert eagle
A bunch of egos, I don't feed 'em
Know they gon' love me then they leave him

[Verse 1: Felly & GYYPS]
I was playing on a C-Note (brr brr)
And make my baby bend down real low
Look at my sneakers, swear they real though
In NYC puffin' illegal, yeah
You startin drama I'm like
Bitch give me this, another bitch give me that
I got some problems with myself, I put that shit on the bench
Boy is you crying for some help? You better go and attack
You see them tugging on your belt, you put yourself on the map
Think I need Jesus
Think that I need need him I know that I need him
I pray on my knees yuh
It's cold, it's freezin'
Cold as a freezer
I came in this world, I don't know how I'm leaving
I don't believe 'em
Fuck the whole system
I pick up the pieces and come off a dreamer
I don't believe ya
I never need 'em
The world that I seen, I’m surprised I’m still breathing
See Felly LiveGet tickets as low as $38You might also like[Chorus: Felly]
I think they coming for my freedom
You gon' bring that to NYC?
I'm bringing that shit
I'm bringing my whole percussion box
I think they coming for my freedom

[Verse 2: GYYPS & Felly]
Pull up, key in, start
Bitch, Canoga Park
Thats that shit out the two car garage
Check off the list now I hit the menage
Never looking back on a bitch and that’s that
I could do laps around underground rappers
With double cup stacked, you can take a step back
If you feeling like shit, go work the night shift
First thing's first, I've been up all night
Dip and reverse brown piece on my side
Cook up the herse but I'd rather not die
Pull up to shows with my homies for life
Needing my shawty to drive, you feelin' alright?
We eat at La Tequiza for beans and the rice
Like every night
Ayy true, Fel can I ask you a question?
Yeah, ask all the questions you want bro
Just know I don't have all the answers
Ayy yo, what's the message?
All of these kids, I'm too old for this shit
Think they all got it backwards
Yo, what you been planning?
Build a militia and fuck with the system
Let's get at the bastards
Ayy, let me get at this
I only use to do ad-libs
Don't let me fade in the blackness
[Chorus: Felly]
I think they coming for my freedom
They wanna gun me, desert eagle
A bunch of egos, I don't feed them
Know they gon' love me then they leave him

[Beat Switch]

[Verse 4: GYYPS]
Damnside dimebag, call me young Darryl
Running over squirrels in a Pontiac Fiero
Rob another life, I'ma dance like dinero
I could jock a side bag, I'm a fucking weirdo
Sell a couple Vyvanse, library hero
Visa Visa Master, that's a kapa kapa kilo
Free the calipaint in California through an eagle
Never leaving either even if it's just a guiro

[Verse 5: Felly]
Bless it up
Motherfucking spliff to my motherfucking dome
Penicillin scripts, I got something in my throat
Calling on my phone, only pick up for my mom
That's a bomb, call the bomb squad
Life is bigger then the shit up on your i-Phone
Fuck a signal, losing tension like a blind spot
I'a slip until the slippers made of nylon
I'm smoking lala
[Outro: Felly]
I feel like lately I can't take the pain
I'm praying patiently for better days, ayy
Know these relationships gon' fade away
So I'll keep waiting on a brighter day
Don't take away all my freedom3Embed",14,/songs/2432881,Desert Eagle by Felly (Ft. Gyyps),https://images.genius.com/246f0ea0ca5f7461a2254e4be63f2ded.300x300x1.jpg,https://images.genius.com/246f0ea0ca5f7461a2254e4be63f2ded.500x500x1.jpg,2976614,complete,/Felly-desert-eagle-lyrics,3,https://images.rapgenius.com/def04fd82b244d81a1825ee1b866b50c.300x300x1.jpg,https://images.rapgenius.com/def04fd82b244d81a1825ee1b866b50c.500x500x1.jpg,Desert Eagle (Ft. Gyyps),https://genius.com/Felly-desert-eagle-lyrics,/albums/160687,https://images.genius.com/3c2950fd508f2fad7b6b542d095f98fa.960x960x1.jpg,Young Fel by Felly,160687.0,Young Fel,"June 22, 2016",https://genius.com/albums/Felly/Young-fel
2455045,Felly,Gorilla,"33 ContributorsGorilla Lyrics[Verse 1: Felly]
Yeah
Uh, coming out the house to a pack of that loud
I had it mailed in the mail
I got love for the girls in the crowd
Getting lost in the marijuana clouds
Hey don't look down, homie don't look down
Said I swim in the sound
Only thing more raw is the shit I put out
A go-getter, a gorilla, a trendsetter
Got vendettas with dope dealers with no fillings
I don't feel those who claim they're the best ever
You no dealer, my crew iller
Ya get scared, just a block downtown
Walkin' past a little van
You's about to sell out
Slow dance i'm the man you ain't go another round
Throw fists been a cage bird inside a dog pound
I don't fuck with your sister, brother
Talk shit, you can kiss the gutter
Pucker up boy I fix the stutter
Young Gyyps be the wicked drummer
All hits we goin' skip the come up
I'm going big tomorrow
At seven ten gonna tighten the load
Meditate wake up with the sun
I don't do this for fun
I do this so my blood pump
What it is what it do what the fuck's up?
I came through with the nunchucks
Heard a little birdy listen, tell say
Yo Fel, get the girls with the boobies out
This shining you're a movie star
Asking Gypps what I'm doing now
And what I'm doing now?
See Felly LiveGet tickets as low as $38You might also like[Felly talking to Gyyps]
The fuck we doing man, this shit's stupid

[Gyyps]
Yo, you gotta be like, you can't be coming out with this soft shit all these bitches might fuck with you ain't no gettin' em

[Felly]
I like this soft shit, daaaamn

[Verse 2: Felly]
Somewhere in the midst of the mist
I'mma build a skyscrape limited edish'
Let Zep die or make it on the playlist
First check if they're wired, if not let 'em in
Fake friends getting tired of the crooked handshakes
Know I got fire east coast clam bakes
Break bread give thanks say grace let's pray
Eating off your plate like all damn day
This that shit, the bucket list missed
They fuck with this kid
Illustrious chicks be passing me fifths
We get facetious, that crazy gee whiz
All wavy beaches I'm crazy watch
This is popping off
Bitch be on and off
Neighbors called the cops
Fuck the mom in charge
See Fel little bars homie that's all
Probably whoop your ass at rap and a dance off
Grooving down in the grill to some dancehall
Playing loud shit is ill I can't stand y'all
Go ahead, pop a pill think you need to
Bro, you wack as it is you might need two
Or three or seventy
While I flow so heavenly
Until my girlfriend Ebony
I'ma hit like ketamine
Spliff thick like atta be heavenly
He a public enemy when he flow steadily
Someone tell the priest come settle me
Or another type of entity
I'm on my job like this tellin' me
Losing track of my tendencies
.I tend to see a coffin
Every time I get up on the mic and thats often
Yall should prob take my advice and keep walking
Deuce seven three in this bitch white chocolate
Bust!

God damn, god damn if ya heard that that one was hard
That one went hard, yea
That one was it, that one was it right there
If you ain't never heard one right there that one was it right there
That was it right there, smoke one of that right there

[Verse 3: Gyyps]
(Yeah, yeah) Go getta eat nails for breakfast
Am a gorilla can't comb my chest up!
Bless um deuce seven three the best of
Your girlfriends here and she tryin' to get some
Get drunk all drink whateva
I ain't gonna stop till I seez the devil
And all my shit on another level
And all ma bitches I hear stilettos all pay for it
Can't say that Prada I pay for it
Give me that shit that I can afford
Am just a product of bad divorce homie fuck tha lord
You never name drop
Rockin tha T-shirt or tank-top
I'll make all your bread in one day watch
My women be bad look like Baywatch
We get wavy and shit – yeh
I'll be the brace off the rib
No limits it ain't hard to tell
I put my heart in my feelin' behind me
So I can keep grindin' and grindin' and grindin'
Skate all the time and
Ain't poppin no molly shit don't get it twisted
Candy Flip got your attention
How I can flow with tha message
How I got all of those visions
Man's gettin laid bare looking like tha Beatles
I'ma hit tha stage in an all white vehicle
I'ma a switch lanes in an all white regal
Never been the same, with the all white people
No oone hit the pave to say right I'm featured
Working all night all night stay skeamin'
Could a been god or could a been tha reaper
Could a been anythin as long as you believe me
Homie to the press I ain't added to impression
?????
Show hard might so my left nut
Might go raw dont use protection
Guess what we ain't even got tha cheques yet
My best yet hope I dont get arrested5Embed",22,/songs/2455045,Gorilla by Felly (Ft. Gyyps),https://images.genius.com/111cd2107b4298ed32dad7570c925b07.300x300x1.png,https://images.genius.com/111cd2107b4298ed32dad7570c925b07.797x796x1.png,2424809,complete,/Felly-gorilla-lyrics,5,https://images.genius.com/111cd2107b4298ed32dad7570c925b07.300x300x1.png,https://images.genius.com/111cd2107b4298ed32dad7570c925b07.797x796x1.png,Gorilla (Ft. Gyyps),https://genius.com/Felly-gorilla-lyrics,/albums/148981,https://images.genius.com/111cd2107b4298ed32dad7570c925b07.797x796x1.png,This Shit Comes In Waves by Felly,148981.0,This Shit Comes In Waves,"July 27, 2015",https://genius.com/albums/Felly/This-shit-comes-in-waves
571203,Felly,Probation,"16 ContributorsProbation Lyrics(Hook)
I’m on probation I can’t smoke too much!
Rollin through the streets almost sobered up
7 am and they know whatsup
We be on the rise they just waking up
No I don’t supply i just smoke it up
You got the wrong guys you don’t know bout us
This shit be too smooth for me to take it all
Are you gonna break or fall? Nah I’d rather hit the stage with y’all

Bloaw, bloaw. Once I finish school i’ll take you on a tour ow
Ow started trying less and started getting more!
And this ones for the nights spent on the floor
Anything to move around this world
It’s that mista fel they all know me well
Them subs be low as hell
Everybody show love now
We oklahoma bound
Roll it up and blow that loud
Feeling so strange they never own up to the shit that they say
Do what I do what just to keep from my grave
Sliding through the bus stops
All bloodshot
They be coming for my blood don’t buss shots
No no
Down in montego bunnin right pon the dock
We respect dem and dem respect us, oyyyyy!
Said it’s that indie promo
That empty solo
So cal as cholos
I move bicoastal
I cut that choke hold
Doing better than I ever done
Young fel be the medicine
Finna get 6 figures for my stepson
Tell em move to the left we the next ones
It don’t stop til the end come
Tell get some get some, get
Some cops be trying to arrest us, depress us
We the the ones without the weapons, good heavens
Rock the stage until the people gimme love like I don get none damn
See Felly LiveGet tickets as low as $38You might also like(Hook)11Embed",14,/songs/571203,Probation by Felly,https://images.rapgenius.com/1443febb06d723f9b0c29c17e9d42ac6.300x226x1.png,https://images.rapgenius.com/1443febb06d723f9b0c29c17e9d42ac6.636x480x1.png,318657,complete,/Felly-probation-lyrics,11,https://images.rapgenius.com/1443febb06d723f9b0c29c17e9d42ac6.300x226x1.png,https://images.rapgenius.com/1443febb06d723f9b0c29c17e9d42ac6.636x480x1.png,Probation,https://genius.com/Felly-probation-lyrics,/albums/114655,https://images.genius.com/0d42295a3255595a203f55451b8d41d7.1000x1000x1.jpg,Milk & Sugar  by Felly,114655.0,Milk & Sugar ,"October 28, 2014",https://genius.com/albums/Felly/Milk-sugar
604615,Felly,Fabrics,"23 ContributorsFabrics Lyrics[Refrain]
While my grandmother's scarf comforts me
But you look ugly
And I ain't ever trippin' 'bout the lack of company
Cause honestly I'm sittin' here alone quite comfortably
Depressed through this dimension
And I think I failed to mention
That I feel like I been runnin' outta seconds
Nobody gave a forewarning nor a preface
Followin' my dreams feel like followin' my death wish

[Verse 1]
She said she know just how that stress gets
When you hungry and you just tryna eat breakfast and nobody feel your message feel
Good enough to wake up and then fall back to sleep
It's a bad car to go get involved in like half the shit that I see
Plus I feel happier in my dreams, right
I spit that shit that give the feeling of the seaside
Hungover in Pitts
But with the flick of the wrist
Yo I can kick shit like this
I be as good as it gets
Even through all my vices
My inner being Rastafarian
Always one-hunnid three times you'll get Spartacus
What's with all you knock-offs, and self-conscious narcissists?
Said I'm an artist bitch, do this shit so artifice
In it for the hardships the nonsense of reapin' attention
Homie rolled up a blessing
We in a world with no exits
You gotta give me a second
Straighten up and get balanced
My homie flipped on a record
I beat it up ain't no challenge
See Felly LiveGet tickets as low as $38You might also like[Refrain]
I smoke that weed while my grandmother's scarf comforts me
But you look ugly
And I ain't ever trippin' bout the lack of company
Cause honestly I'm sitting here alone quite comfortably
Depressed through this dimension
And I think I failed to mention
That I feel like I've been running outta seconds
Nobody gave a forewarning nor a preface
Followin' my dreams (let's go) feel like followin' my death wish

[Verse 2]
Ayo, reach and you slip a backpedal
I do my homework blazed and gets A's I'm mad mellow
I hear the sad fellows get they fix when I spit
Like that sun up in the sky you must protect or you get hit
Sometimes life is full of shit too many damn to-do lists
But yo I learned if you ain't coolin' you just being foolish
I used to think that I'ma die early, like mid-thirties
But fuck that I'ma rise early, and ride dirty
I reach the crucifix up to my lips and then I kiss it
I try to walk with God but got some holes up in my slippers
And so I keep on slippin'
Get tangled in the mischief
So in a nutshell I'm just a sinner named Christian
But still they keep me spinnin' when they drinkin' on they lonely
High rollin' like Jody, eyes open, got stolen by this music shit
And I don't think I'm coming back (what that is bro)
Everybody rockin' plaid we look like lumberjacks (straight up), ayo
[Refrain]
I smoke that weed while my grandmother's scarf comforts me
But you look ugly
And I ain't ever trippin' bout the lack of company
Cause honestly I'm sittin' here alone quite comfortably
Depressed through this dimension
And I think I failed to mention
That I feel like I've been running outta seconds
Nobody gave a forewarning nor a preface
Followin' my dreams feel like followin' my death wish

[Outro]
Yeah yeah, yeah yeah
Ayo, let it go
Damn, damn
Damn, yo
Damn9Embed",26,/songs/604615,Fabrics by Felly,https://images.genius.com/4de8355803a5d715335f40609bbd99a1.300x300x1.jpg,https://images.genius.com/4de8355803a5d715335f40609bbd99a1.500x500x1.jpg,1326775,complete,/Felly-fabrics-lyrics,9,https://images.genius.com/4de8355803a5d715335f40609bbd99a1.300x300x1.jpg,https://images.genius.com/4de8355803a5d715335f40609bbd99a1.500x500x1.jpg,Fabrics,https://genius.com/Felly-fabrics-lyrics,/albums/101434,https://images.genius.com/4de8355803a5d715335f40609bbd99a1.500x500x1.jpg,Waking Up To Sirens by Felly,101434.0,Waking Up To Sirens,"May 4, 2014",https://genius.com/albums/Felly/Waking-up-to-sirens
3987040,Felly,Maple,"7 ContributorsMaple Lyrics[Chorus]
(La da da da da da)
(La da da da da da)
(La da da da da da)
You been in my head
Through my day
And my bed
Smellin' like maple from your skin
And your friends, don't do shit
I wonder how you been
Where you been
In whose bed
In whose heart
I tried to be playful, but you said
That we through
I can't do friends
I wonder how you been

[Verse 1]
Shorty cut me off, she don't wanna talk
She just wanna flaunt
Shi-shimmy ya, fuckin' on my bruh
Yes I paid the cost for these silly thots
But I was on tour love was not involved
How am I so wrong? (Uh)
You still tell your friends I'm your boyfriend
Boyfriend? Boyfriend? I should be rejoicing
I'm a free man now that's 'cause of my choices
But every time I try to move on I hear these voices
See Felly LiveGet tickets as low as $38You might also like[Chorus]
'Cause you been, in my head
In my day
In my bed
Smellin' like maple, from your skin
And your friends, don't do shit
I wonder how you been
Where you been
In whose bed
In whose heart
I tried to be playful, but you said
That we through
I can't do friends
I wonder how you been

[Verse 2]
Time that I wasted I could’ve been moved
Stack all this paper and spent it on you (Uh)
Basquiat paintings all over the room, lighten your mood (Ay)
Sorry that I am so rude, sorry that I am that dude
She askin' if I know Russ, I'm tryna get to my room (Ay)
Be with my crew
My chain swang blunts rotate like Beyblade
Hoes bang like Tay Kay they tryna ask about Tayshayy
We doin' the same thing like every night why rotate?
Thought the shit was throwaway
White boy no Coldplay
Through the boroughs like summer Santana
My bandana be yellow like a banana
My bands been up you been brittle
This money can't buy me time
That Canada far from dry
I’m sippin' that bye bye bye
Big up mi gyal ting one time
[Chorus]
'Cause you been, in my head (You been, whose bed)
In my day (Whose heart?)
In my bed (My bed)
Smellin' like maple, from your skin (Maple, skin)
And your friends, dont do shit
I wonder how you been
Where you been
In whose bed
In whose heart
I tried to be playful, but you said
That we through
I can't do friends
I wonder how you been

[Outro]
(La da da da da da)
(La da da da da da)
(La da da da da da)3Embed",1,/songs/3987040,Maple by Felly,https://images.genius.com/fd4d1b993c158134cd911ea06607902e.300x300x1.jpg,https://images.genius.com/fd4d1b993c158134cd911ea06607902e.500x500x1.jpg,6724492,complete,/Felly-maple-lyrics,3,https://images.genius.com/fd4d1b993c158134cd911ea06607902e.300x300x1.jpg,https://images.genius.com/fd4d1b993c158134cd911ea06607902e.500x500x1.jpg,Maple,https://genius.com/Felly-maple-lyrics,/albums/461525,https://images.genius.com/fd4d1b993c158134cd911ea06607902e.500x500x1.jpg,Surf Trap by Felly,461525.0,Surf Trap,"September 28, 2018",https://genius.com/albums/Felly/Surf-trap
2396755,Felly,Sun and Good Loving,"9 ContributorsSun and Good Loving Lyrics[Verse 1]
Aye, said I don’t smoke no cigarettes
But if I did I would smoke ‘em with you
The way you move it from the tip of your lips
And flickin’ your wrist
I really don’t know what to do
You want the lies or the truth?
I keep that faith without proof
And i'll be damned if the devil want a seat in my room
We 'coulda stunt, but we grew
She lace me up in that noose
Your lady-luck just keep fuckin up my day-to-day moves
Hope I don’t fade away soon
From Playstation on that basketball
To no sleep from the Adderall
She keep my clothes for collateral
And after all it’s said and done
I did my time and had my fun
But homie pass the blunt
Before I have to run away to somewhere far away
The destination I won’t mention (no, no)
C’mon smile it’s depressing
I lost my mom when dad died, but shit it taught me lessons
I guess time bombs happen
Sad but still we laughin’
Lemme put this in the attic (yup, yup)
If you got the means of doin' somethin’ big then make it happen
But if you gonna let your craft get dusty
Bring it right back to the attic and stop bein’ so dramatic
Not responsible for anything that happens
Or anything that doesn’t
I just wanna see my team turn to somethin’
Other than the coke or the smoke that people puffin’
Let’s find a new subject maybe change the world or somethin’
Bring up goals without nothin’, fuck it
All I want in life is the sun and good loving
Climbing up these heights just to jump from the summit
And I never stay too long and after this I’m probably runnin’, runnin’...See Felly LiveGet tickets as low as $38You might also like2Embed",11,/songs/2396755,Sun and Good Loving by Felly,https://images.genius.com/bc9ccb23fd35c4fdff936b8d9e18d1e5.300x300x1.jpg,https://images.genius.com/bc9ccb23fd35c4fdff936b8d9e18d1e5.1000x1000x1.jpg,333056,complete,/Felly-sun-and-good-loving-lyrics,2,https://images.genius.com/bc9ccb23fd35c4fdff936b8d9e18d1e5.300x300x1.jpg,https://images.genius.com/bc9ccb23fd35c4fdff936b8d9e18d1e5.1000x1000x1.jpg,Sun and Good Loving,https://genius.com/Felly-sun-and-good-loving-lyrics,,,,,,,
571174,Felly,Top of the Earth,"11 ContributorsTop of the Earth Lyrics(Hook)
From the top of the earth
Don’t question the purpose
Here to give every last bit of my worth
That’s what they deserving
The skeleton in me won’t settle for dirt
So open them curtains

I coulda got nervous, instead I got dirty
Pressure don’t kill me the peasants they feel me I light up existence
Like mecca within me , its precious the feelin of feelin so limit
Less getting too lifted and losing my grip shall I fall by my finger
Tips or be an amazement, it’s not complicated
Don’t ever get jaded
They try to degrade us the system gets wicked
Talk the talk and walk the walk til blisters, stop acting like the victim
You don’t have to live in prison nah
Unlock yourself and free the other prisonas
I pack up the passion, hop in the whip and I drop into blackness
Yea, this world stay spinning fast just try not to lose your balance, pray the best is on the ballot...
Probably swiped my name off
Mothafucka this my day job its 9 to 5 then 5 to 9 no days off
I can’t stay in the same spot
Anxiety hits
Can't wait too long or depression’ll sit
Thought you were strong but it ain't what you lift
It’s the life that live
It's the shit that you spit
So come get a grip
Kick it a week and I've been up since six
Trippin’ of days when I fall to abyss
See Felly LiveGet tickets as low as $38You might also like(Hook)4Embed",11,/songs/571174,Top of the Earth by Felly,https://images.rapgenius.com/0489e304cc560559414257c9a5298ae1.300x226x1.png,https://images.rapgenius.com/0489e304cc560559414257c9a5298ae1.638x480x1.png,318657,complete,/Felly-top-of-the-earth-lyrics,4,https://images.rapgenius.com/0489e304cc560559414257c9a5298ae1.300x226x1.png,https://images.rapgenius.com/0489e304cc560559414257c9a5298ae1.638x480x1.png,Top of the Earth,https://genius.com/Felly-top-of-the-earth-lyrics,/albums/114655,https://images.genius.com/0d42295a3255595a203f55451b8d41d7.1000x1000x1.jpg,Milk & Sugar  by Felly,114655.0,Milk & Sugar ,"October 28, 2014",https://genius.com/albums/Felly/Milk-sugar
2959951,Felly,Ali,"9 ContributorsAli Lyrics[Felly]
I got army guns, I got army guns...

Hook:
I feel like Muhammad Ali when I pull up to the scene, dodging all these freaks cause my squad is all I need
I wanna swang like Willie B, how I'm swinging from these trees, pull off in a jeep said I'll see you in a week
I feel like Muhammad Ali when I pull up to the scene, dodging all these freaks cause my squad is all I need
I'm gon' swing like Willie B (this shit, this shit... this shit)

Verse 1 [Felly]:
Since a yougin, tryna get the wheels in motion now we runnin (uh)
See me pluggin, everybody ask for something (uh)
Bob & weavin, weavin bobbin' you ain't nothing! (hol' up lemme spit real quick)
I feel in- I feel in- I feel inspired, took a shower and got dressed and I ain't tired
Keep on asking all these question, where's the lighter?
Too much glitter on your chest I cannot vibe with
(Gyyps: Nah, no fu- naw dude, naw.)
Let's get higher, I ain't tired I ain't tired, blaze that fire
Call my momma on the phone because I like her (CAUSE I LIKE THAT WOMAN!)
Said I'm gon' live this way until I spiral... (Uh)

Verse 2 [Gyyps]:
Asian pussy, that's Toyota
Just like my daddy, pimpin' shit and slingin' dope
In the whip I'm gettin throat, ammunition in my flows
Unload a clip on the mind of a villian, I'm rappin' and killin' em I take your bitch I sleep with my dick in her
See Felly LiveGet tickets as low as $38You might also likeHook:
I feel like Muhammad Ali when I pull up to the scene, dodging all these freaks cause my squad is all I need
I wanna swang like Willie B, how I'm swinging from these trees, pull off in a jeep said I'll see you in a week I feel like Muhammad Ali

Verse 3 [Gyyps & Felly]:
We don't play games with you bitches
We are not the same, know the difference
We don't know your name, who you kiddin?
All this talking, where the action, where you say you from?
Southern Killafornia (gang gang gang gang gang)
Southern Killafornia (gang gang gang gang gang)
Watch me pull up on ya... watch me pull up on ya
Killafornia, mamacita smokin wax, keep me rolling
She off the pill I pop a tab, I'm losing focus (losin' focus)
Just a little bit I had, don't get me started, don't get me...
Still independent, with my homies from the jump we 'bout to get it
We play the show, we rollin' out another city
Stash the money in Canoga, love to spend it
Hit Expoza throw 300 on them strippers
[Felly]
Gyyps fuckin' out in public that shit gutta
That shit funny I just said don't get in trouble, you just lucky that I don't go tell your mother, cause that'd be trouble hold up
Aye YOG$, swear this about to be our summer keep 'em coming, send my vocals to your number by tomorrow
We stopped thinkin' bout the numbers and we doubled, yuh
Now the screaming out in public
Hook:
I feel like Muhammad Ali when I pull up to the scene, dodging all these freaks cause my squad is all I need
I wanna swang like Willie B, how I'm swinging from these trees, pull off in a jeep cause I-I-I-I I feel like Muhammad Ali when I pull on the streets, dodging all these freaks cause my squad is all I need
You wanna come up Willie B, how I'm swinging from these trees, pull up in a jeep, said I'll see you in a weekEmbed",12,/songs/2959951,Ali by Felly (Ft. Gyyps),https://images.genius.com/64049a698c2ba20243d267506d1dd09e.300x300x1.jpg,https://images.genius.com/64049a698c2ba20243d267506d1dd09e.500x500x1.jpg,3448902,complete,/Felly-ali-lyrics,,https://images.genius.com/64049a698c2ba20243d267506d1dd09e.300x300x1.jpg,https://images.genius.com/64049a698c2ba20243d267506d1dd09e.500x500x1.jpg,Ali (Ft. Gyyps),https://genius.com/Felly-ali-lyrics,,,,,,,
4983325,Felly,Heartstrings,"10 ContributorsHeartstrings Lyrics[Verse 1]
Tell me what you want, babe
You know I'm a slave for you
You playing on my love strings
It never did a thing for you
Unclip your bra, I want you all day
You know it's been a long day
You a god, give you all praise
I don't want to say the wrong thing (No, no)
So easy 'round the corners babe (Yeah)
This car got more years than you
I get worried when your mood change
I shed all these tears for you
Tell me what you running from, you won't get far (Ah)
Lately you just start me up then turn me off
Ayy, love, we only got so far to go
I'ma stay down for ya, yeah, I'ma stay down for ya

[Chorus]
Cupid's gotta hold of my heartstrings, my heartstrings
And every time you go, girl, my heart breaks, girl my heart breaks
And even though I try to move on, the gravity is much too strong
Cupid's gotta hold of my heartstrings, my heartstrings, yeah

[Verse 2]
I felt running from myself a couple times
I need someone who sticks around (Woo)
I sit and wonder why I, I lie awake at night
Heavy is the head that holds the crown (Yeah, yeah)
Got caught cheating (You still love me)
Don't give no reason to trust me
Wonder why you even, why you love me at all
But I get this feeling you have mercy
Yeah, them powers healing, and I'm worthy
But when I'm gonna seal it, don't be taking too long
Ayy, love, we only got so far to go
I done stayed down (So long)
And I'ma stay down 'til your heart turns strong
See Felly LiveGet tickets as low as $38You might also like[Chorus]
Cupid's gotta hold of my heartstrings, my heartstrings
And every time you go, girl, my heart breaks, girl my heart breaks
And even though I try to move on, the gravity is much too strong
Cupid's gotta hold of my heartstrings, my heartstrings5Embed",1,/songs/4983325,Heartstrings by Felly (Ft. Santana),https://images.genius.com/657cffc7b7090034fbec315f011df3e4.300x300x1.jpg,https://images.genius.com/657cffc7b7090034fbec315f011df3e4.1000x1000x1.jpg,6724492,complete,/Felly-heartstrings-lyrics,5,https://images.genius.com/657cffc7b7090034fbec315f011df3e4.300x300x1.jpg,https://images.genius.com/657cffc7b7090034fbec315f011df3e4.1000x1000x1.jpg,Heartstrings (Ft. Santana),https://genius.com/Felly-heartstrings-lyrics,/albums/598850,https://images.genius.com/39463034890f44b63f427983378bab51.1000x1000x1.jpg,Mariposa by Felly,598850.0,Mariposa,"March 13, 2020",https://genius.com/albums/Felly/Mariposa
5337790,Felly,Weak Hearts,"7 ContributorsWeak Hearts Lyrics[Intro]
Oh-oh
Yeah
Ooh, ooh
Yeah

[Verse 1]
It's all said and done
My commitment to anyone
I'm done living for anyone
Say you with me, you never was (You never was)
And from the Hell I've done
To the Heaven and everyone
'Til gold is drippin' on everyone
I'm higher up than I've ever gone

[Chorus]
Weak hearts don't come around, no, not 'round here
Speak up, you might as well say how you feel (Feel, feel)
Cheap love, designer drugs, and dollar bills (Yeah, yeah)
Sweetheart, it's not enough, we're all in Hell (Yeah, yeah)

[Verse 2]
Timeless so I grow up slower
Top list of the forward culture
Getting top in the four door
Blowin' loud 'til there's no emotion
Everybody wanna blow they fortune (Woo)
Gram keep prayin' and keep believin'
God gets lost, only claim misfortune
This shit gets annoying, fuck
I'm my own employer
I got Godly style with it
Lyin' to my girl like politicians
Brain like Harvard, Lord I'm vicious
Go forth and ignore the mistress
Gettin' close, yeah it's fourth and inches, but
Weak hearts nothing to lean on or lead on
Feel the love
See Felly LiveGet tickets as low as $38You might also like[Chorus]
Weak hearts don't come around, no, not round here
Speak up, you might as well say how you feel (Feel, feel)
Cheap love, designer drugs, and dollar bills (Yeah, yeah)
Sweetheart, it's not enough, we're all in Hell (Yeah, yeah)Embed",2,/songs/5337790,Weak Hearts by Felly,https://images.genius.com/39463034890f44b63f427983378bab51.300x300x1.jpg,https://images.genius.com/39463034890f44b63f427983378bab51.1000x1000x1.jpg,498964,complete,/Felly-weak-hearts-lyrics,,https://images.genius.com/39463034890f44b63f427983378bab51.300x300x1.jpg,https://images.genius.com/39463034890f44b63f427983378bab51.1000x1000x1.jpg,Weak Hearts,https://genius.com/Felly-weak-hearts-lyrics,/albums/598850,https://images.genius.com/39463034890f44b63f427983378bab51.1000x1000x1.jpg,Mariposa by Felly,598850.0,Mariposa,"March 13, 2020",https://genius.com/albums/Felly/Mariposa
