search_name,artist_id,artist_name,album_api_path,album_cover_art_url,album_full_title,album_id,album_name,album_release_date_for_display,album_url,song_id,song_artist_names,song_title,song_annotation_count,song_api_path,song_full_title,song_header_image_thumbnail_url,song_header_image_url,song_lyrics_owner_id,song_lyrics_state,song_path,song_pyongs_count,song_song_art_image_thumbnail_url,song_song_art_image_url,song_title_with_featured,song_url,lyrics
The Killers,599,The Killers,/albums/1104168,https://images.genius.com/5558a7f12de97c4a50f93855c9b174e2.1000x1000x1.jpg,Rebel Diamonds by The Killers,1104168,Rebel Diamonds,"December 8, 2023",https://genius.com/albums/The-killers/Rebel-diamonds,1163,The Killers,Jenny Was a Friend of Mine,15,/songs/1163,Jenny Was a Friend of Mine by The Killers,https://images.genius.com/c96778737ffe224b7636ca8720d4fe24.300x300x1.jpg,https://images.genius.com/c96778737ffe224b7636ca8720d4fe24.1000x1000x1.jpg,116,complete,/The-killers-jenny-was-a-friend-of-mine-lyrics,31.0,https://images.genius.com/c96778737ffe224b7636ca8720d4fe24.300x300x1.jpg,https://images.genius.com/c96778737ffe224b7636ca8720d4fe24.1000x1000x1.jpg,Jenny Was a Friend of Mine,https://genius.com/The-killers-jenny-was-a-friend-of-mine-lyrics,"55 ContributorsJenny Was a Friend of Mine Lyrics[Verse 1]
We took a walk that night, but it wasn't the same
We had a fight on the promenade out in the rain
She said she loved me, but she had somewhere to go
She couldn't scream while I held her close
I swore I'd never let her go

[Chorus]
Tell me what you wanna know
Oh, come on, oh, come on, oh, come on
There ain't no motive for this crime
Jenny was a friend of mine
So come on, oh, come on, oh, come on
Oh, oh, oh

[Verse 2]
I know my rights, I've been here all day and it's time
For me to go, so let me know if it's alright
I just can't take this, I swear I told you the truth
She couldn't scream while I held her close
I swore I'd never let her go, oh

[Chorus]
Tell me what you wanna know
Oh, come on, oh, come on, oh, come on
And then you whisper in my ear
""I know what you're doin' here""
So come on, oh, come on, oh, come on
There ain't no motive for this crime
Jenny was a friend of mine
Oh, come on, oh, come on, oh, come on
Oh, oh, ohSee The Killers LiveGet tickets as low as $68You might also like31Embed"
The Killers,599,The Killers,/albums/1104168,https://images.genius.com/5558a7f12de97c4a50f93855c9b174e2.1000x1000x1.jpg,Rebel Diamonds by The Killers,1104168,Rebel Diamonds,"December 8, 2023",https://genius.com/albums/The-killers/Rebel-diamonds,5139,The Killers,Mr. Brightside,14,/songs/5139,Mr. Brightside by The Killers,https://images.genius.com/f7c6d5354255a1f97ac5fc10dca3650d.300x301x1.png,https://images.genius.com/f7c6d5354255a1f97ac5fc10dca3650d.997x1000x1.png,8510,complete,/The-killers-mr-brightside-lyrics,203.0,https://images.genius.com/f7c6d5354255a1f97ac5fc10dca3650d.300x301x1.png,https://images.genius.com/f7c6d5354255a1f97ac5fc10dca3650d.997x1000x1.png,Mr. Brightside,https://genius.com/The-killers-mr-brightside-lyrics,"231 ContributorsTranslationsFrançaisDeutschMr. Brightside Lyrics[Verse]
Comin' out of my cage, and I've been doin' just fine
Gotta, gotta be down because I want it all
It started out with a kiss, how did it end up like this?
It was only a kiss, it was only a kiss
Now I'm falling asleep and she's calling a cab
While he's having a smoke and she's taking a drag
Now they're goin' to bed and my stomach is sick
And it's all in my head, but she's touching his

[Pre-Chorus]
Chest now
He takes off her dress now
Let me go
And I just can't look, it's killing me
They're taking control

[Chorus]
Jealousy
Turning saints into the sea
Swimming through sick lullabies
Choking on your alibis
But it's just the price I pay
Destiny is calling me
Open up my eager eyes
'Cause I'm Mr. Brightside
See The Killers LiveGet tickets as low as $68You might also like[Interlude]
[Verse]
I'm comin' out of my cage, and I've been doin' just fine
Gotta, gotta be down because I want it all
It started out with a kiss, how did it end up like this?
(It was only a kiss) It was only a kiss
Now I'm falling asleep and she's calling a cab
While he's havin' a smoke and she's taking a drag
Now they're goin' to bed and my stomach is sick
And it's all in my head, but she's touching his

[Pre-Chorus]
Chest now
He takes off her dress now
Let me go
'Cause I just can't look, it's killing me
They're taking control

[Chorus]
Jealousy
Turning saints into the sea
Swimming through sick lullabies
Choking on your alibis
But it's just the price I pay
Destiny is calling me
Open up my eager eyes
'Cause I'm Mr. Brightside
[Interlude]

[Outro]
I never
I never
I never
I never203Embed"
The Killers,599,The Killers,/albums/1104168,https://images.genius.com/5558a7f12de97c4a50f93855c9b174e2.1000x1000x1.jpg,Rebel Diamonds by The Killers,1104168,Rebel Diamonds,"December 8, 2023",https://genius.com/albums/The-killers/Rebel-diamonds,85039,The Killers,All These Things That I’ve Done,23,/songs/85039,All These Things That I've Done by The Killers,https://images.genius.com/98d2fb23f1c11192eb0623a2b4e92b84.300x300x1.jpg,https://images.genius.com/98d2fb23f1c11192eb0623a2b4e92b84.1000x1000x1.jpg,70858,complete,/The-killers-all-these-things-that-ive-done-lyrics,52.0,https://images.genius.com/5459c4e4bf1f2f732bc6d912cc1ff81c.300x300x1.jpg,https://images.genius.com/5459c4e4bf1f2f732bc6d912cc1ff81c.600x600x1.jpg,All These Things That I've Done,https://genius.com/The-killers-all-these-things-that-ive-done-lyrics,"102 ContributorsAll These Things That I’ve Done Lyrics[Intro: Brandon Flowers]
When there's nowhere else to run
Is there room for one more son?
One more son
If you can, hold on
If you can, hold on, hold on

[Verse 1: Brandon Flowers]
I wanna stand up, I wanna let go
You know, you know; no, you don't, you don't
I wanna shine on in the hearts of man
I want a meanin' from the back of my broken hand

[Verse 2: Brandon Flowers]
Another head aches, another heart breaks
I'm so much older than I can take
And my affection, well, it comes and goes
I need direction to perfection, no, no, no, no

[Chorus: Brandon Flowers & Mark Stoermer]
Help me out, yeah
You know you gotta help me out, yeah
Oh, don't you put me on the back burner
You know you gotta help me out, yeah

[Verse 3: Brandon Flowers]
And when there's nowhere else to run
Is there room for one more son?
These changes ain't changin' me
The cold-hearted boy I used to be
See The Killers LiveGet tickets as low as $68You might also like[Chorus: Brandon Flowers]
Yeah, you know you gotta help me out, yeah
Oh, don't you put me on the back burner
You know you gotta help me out, yeah
You're gonna bring yourself down, yeah
You're gonna bring yourself down, yeah
You're gonna bring yourself down

[Bridge: Brandon Flowers, with Mark Stoermer & The Sweet Inspirations]
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
(Time, truth, and hearts)

[Chorus: Brandon Flowers, Mark Stoermer, and The Sweet Inspirations]
Yeah, you know you gotta help me out, yeah
Oh, don't you put me on the back burner
You know you gotta help me out, yeah
You're gonna bring yourself down, yeah
You're gonna bring yourself down, yeah
Oh, don't you put me on the back burner
You're gonna bring yourself down, yeah
You're gonna bring yourself down
[Outro: Brandon Flowers, Mark Stoermer]
Over and in (You're gonna bring yourself down)
Last call for sin (Bring yourself down)
While everyone's lost, the battle is won
With all these things that I've done
All these things that I've done (Time, truth, and hearts)
If you can hold on
If you can hold on52Embed"
The Killers,599,The Killers,/albums/1104168,https://images.genius.com/5558a7f12de97c4a50f93855c9b174e2.1000x1000x1.jpg,Rebel Diamonds by The Killers,1104168,Rebel Diamonds,"December 8, 2023",https://genius.com/albums/The-killers/Rebel-diamonds,88230,The Killers,Somebody Told Me,6,/songs/88230,Somebody Told Me by The Killers,https://images.genius.com/98d2fb23f1c11192eb0623a2b4e92b84.300x300x1.jpg,https://images.genius.com/98d2fb23f1c11192eb0623a2b4e92b84.1000x1000x1.jpg,125524,complete,/The-killers-somebody-told-me-lyrics,57.0,https://images.genius.com/8534d762c88b2b753de612cac9545461.300x300x1.png,https://images.genius.com/8534d762c88b2b753de612cac9545461.1000x999x1.png,Somebody Told Me,https://genius.com/The-killers-somebody-told-me-lyrics,"93 ContributorsTranslationsEspañolSomebody Told Me Lyrics[Verse 1]
Breakin' my back just to know your name
Seventeen tracks and I've had it with this game
I'm breakin' my back just to know your name
But heaven ain't close in a place like this
Anything goes, but don't blink, you might miss

[Pre-Chorus]
'Cause heaven ain't close in a place like this
I said, oh, heaven ain't close in a place like this
Bring it back down, bring it back down tonight (Ooh-ooh)
Never thought I'd let a rumor ruin my moonlight

[Chorus]
Well, somebody told me you had a boyfriend
Who looked like a girlfriend that I had in February of last year
It's not confidential, I've got potential

[Verse 2]
Ready, let's roll onto somethin' new
Takin' its toll then I'm leaving without you

[Pre-Chorus]
'Cause heaven ain't close in a place like this
I said, oh, heaven ain't close in a place like this
Bring it back down, bring it back down tonight (Ooh-ooh)
Never thought I'd let a rumor ruin my moonlight
See The Killers LiveGet tickets as low as $68You might also like[Chorus]
Well, somebody told me you had a boyfriend
Who looked like a girlfriend that I had in February of last year
It's not confidential, I've got potential
A-rushin', a-rushin' around

[Bridge]
Pace yourself for me (for me)
I said maybe, baby, please (please)
But I just don't know now (Maybe, baby)
When all I wanna do is try

[Chorus]
Well, somebody told me you had a boyfriend
Who looks like a girlfriend that I had in February of last year
It's not confidential, I've got potential
A-rushin', a-rushin' around
Oh, somebody told me you had a boyfriend
Who looked like a girlfriend that I had in February of last year
It's not confidential, I've got potential
A-rushin', a-rushin' around
Somebody told me you had a boyfriend
Who looked like a girlfriend that I had in February of last year
It's not confidential, I've got potential
A-rushin', a-rushin' around57Embed"
The Killers,599,The Killers,/albums/1104168,https://images.genius.com/5558a7f12de97c4a50f93855c9b174e2.1000x1000x1.jpg,Rebel Diamonds by The Killers,1104168,Rebel Diamonds,"December 8, 2023",https://genius.com/albums/The-killers/Rebel-diamonds,88226,The Killers,When You Were Young,13,/songs/88226,When You Were Young by The Killers,https://images.genius.com/e0c05f822d3d71f566e79edc353ae94c.300x300x1.jpg,https://images.genius.com/e0c05f822d3d71f566e79edc353ae94c.1000x1000x1.jpg,68632,complete,/The-killers-when-you-were-young-lyrics,35.0,https://images.genius.com/373375d3f312dbf510fb8dfe6a3a41e4.300x300x1.jpg,https://images.genius.com/373375d3f312dbf510fb8dfe6a3a41e4.1000x1000x1.jpg,When You Were Young,https://genius.com/The-killers-when-you-were-young-lyrics,"64 ContributorsWhen You Were Young Lyrics[Verse 1]
You sit there in your heartache
Waiting on some beautiful boy to
To save you from your old ways
You play forgiveness
Watch it now, here he comes

[Chorus 1]
He doesn't look a thing like Jesus
But he talks like a gentleman
Like you imagined
When you were young

[Verse 2]
Can we climb this mountain? I don't know
Higher now than ever before
I know we can make it if we take it slow
Let's take it easy
Easy now, watch it go

[Chorus 2]
We're burning down the highway skyline
On the back of a hurricane that started turning
When you were young
When you were young
See The Killers LiveGet tickets as low as $68You might also like[Interlude]
And sometimes you close your eyes
And see the place where you used to live
When you were young

[Bridge]
They say the devil's water — it ain't so sweet
You don't have to drink right now
But you can dip your feet
Every once in a little while

[Verse 1]
You sit there in your heartache
Waiting on some beautiful boy to
To save you from your old ways
You play forgiveness
Watch it now, here he comes

[Chorus 1]
He doesn't look a thing like Jesus
But he talks like a gentleman
Like you imagined
When you were young
(Talks like a gentleman)
(Like you imagined when)
When you were young
[Outro]
I said he doesn't look a thing like Jesus
He doesn't look a thing like Jesus
But more than you'll ever know35Embed"
The Killers,599,The Killers,/albums/1104168,https://images.genius.com/5558a7f12de97c4a50f93855c9b174e2.1000x1000x1.jpg,Rebel Diamonds by The Killers,1104168,Rebel Diamonds,"December 8, 2023",https://genius.com/albums/The-killers/Rebel-diamonds,85057,The Killers,Read My Mind,23,/songs/85057,Read My Mind by The Killers,https://images.genius.com/e0c05f822d3d71f566e79edc353ae94c.300x300x1.jpg,https://images.genius.com/e0c05f822d3d71f566e79edc353ae94c.1000x1000x1.jpg,70858,complete,/The-killers-read-my-mind-lyrics,30.0,https://images.genius.com/bcca0075536a83496d225047e14499b9.300x269x1.png,https://images.genius.com/bcca0075536a83496d225047e14499b9.1000x898x1.png,Read My Mind,https://genius.com/The-killers-read-my-mind-lyrics,"67 ContributorsRead My Mind Lyrics[Verse 1]
On the corner of Main Street
Just tryna keep it in line
You say you wanna move on and
You say I'm falling behind
Can you read my mind?
Can you read my mind?

[Verse 2]
I never really gave up on
Breaking out of this two-star town
I got the green light, I got a little fight
I'm gonna turn this thing around
Can you read my mind? (Oooh)
Can you read my mind? (Oooh)

[Chorus]
The good old days, the honest man
The restless heart, the Promised Land
A subtle kiss that no one sees
A broken wrist and a big trapeze
Oh, well, I don't mind if you don't mind
'Cause I don't shine if you don't shine
Before you go, can you read my mind?

[Verse 3]
It’s funny how you just break down
Waiting on some sign
I pull up to the front of your driveway
With magic soaking my spine
Can you read my mind? (Oooh)
Can you read my mind? (Oooh)
See The Killers LiveGet tickets as low as $68You might also like[Chorus]
The teenage queen, the loaded gun
The drop dead dream, the Chosen One
A southern drawl, a world unseen
A city wall and a trampoline
Oh, well, I don't mind, if you don't mind
'Cause I don't shine if you don't shine
Before you jump, tell me what you find
When you read my mind

[Bridge]
Slipping in my faith until I fall
He never returned that call
Woman, open the door, don't let it sting
I wanna breathe that fire again
She said, ""I don't mind, if you don't mind (I don't mind, if you don't mind)
'Cause I don't shine if you don't shine"" (I don't shine if you don't shine)
Put your back on me, put your back on me (I don't mind, if you don't mind)
Oh, put your back on me
Oooh

[Outro]
The stars are blazing like rebel diamonds cut out of the sun
Can you read my mind? (Oooh oooh)30Embed"
The Killers,599,The Killers,/albums/1104168,https://images.genius.com/5558a7f12de97c4a50f93855c9b174e2.1000x1000x1.jpg,Rebel Diamonds by The Killers,1104168,Rebel Diamonds,"December 8, 2023",https://genius.com/albums/The-killers/Rebel-diamonds,76872,The Killers,Human,9,/songs/76872,Human by The Killers,https://images.genius.com/8de8b29f5bf034f43fdae3522db5caf1.300x300x1.jpg,https://images.genius.com/8de8b29f5bf034f43fdae3522db5caf1.1000x1000x1.jpg,110765,complete,/The-killers-human-lyrics,34.0,https://images.genius.com/9813234b3f4791fffd26d2ae3013c86e.300x300x1.png,https://images.genius.com/9813234b3f4791fffd26d2ae3013c86e.1000x1000x1.png,Human,https://genius.com/The-killers-human-lyrics,"65 ContributorsTranslationsDeutschHuman Lyrics[Verse 1]
I did my best to notice
When the call came down the line
Up to the platform of surrender
I was brought, but I was kind
And sometimes I get nervous
When I see an open door
Close your eyes, clear your heart

[Pre-Chorus 1]
Cut the cord

[Chorus]
Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer
Are we human
Or are we dancer?

[Verse 2]
Pay my respects to grace and virtue
Send my condolences to good
Give my regards to soul and romance
They always did the best they could
And so long to devotion
You taught me everything I know
Wave goodbye, wish me well
See The Killers LiveGet tickets as low as $68You might also like[Pre-Chorus 2]
You've got to let me go

[Chorus]
Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer
Are we human
Or are we dancer?

[Bridge]
Will your system be alright
When you dream of home tonight?
There is no message we're receiving
Let me know, is your heart still beating?

[Chorus]
Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer
[Pre-Chorus 3]
You've got to let me know

[Chorus]
Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer
Are we human
Or are we dancer?

[Outro]
Are we human
Or are we dancer?
Are we human
Or are we dancer?34Embed"
The Killers,599,The Killers,/albums/1104168,https://images.genius.com/5558a7f12de97c4a50f93855c9b174e2.1000x1000x1.jpg,Rebel Diamonds by The Killers,1104168,Rebel Diamonds,"December 8, 2023",https://genius.com/albums/The-killers/Rebel-diamonds,98106,The Killers,Spaceman,16,/songs/98106,Spaceman by The Killers,https://images.genius.com/347b7356ebfafaae133fd454f8eb3e62.300x300x1.jpg,https://images.genius.com/347b7356ebfafaae133fd454f8eb3e62.1000x1000x1.jpg,68632,complete,/The-killers-spaceman-lyrics,18.0,https://images.genius.com/347b7356ebfafaae133fd454f8eb3e62.300x300x1.jpg,https://images.genius.com/347b7356ebfafaae133fd454f8eb3e62.1000x1000x1.jpg,Spaceman,https://genius.com/The-killers-spaceman-lyrics,"65 ContributorsSpaceman Lyrics[Intro]
Oh oh oh
Oh oh o-oh
Oh oh oh
Oh oh o-oh
Oh oh oh
Oh oh o-oh
Oh oh oh
Oh oh o-oh

[Verse 1]
It started with a low light
Next thing I knew, they ripped me from my bed
And then they took my blood type
It left a strange impression in my head
You know that I was hoping
That I could leave this star-crossed world behind
But when they cut me open
I guess I changed my mind

[Pre-Chorus]
And you know, I might
Have just flown too far from the floor this time
'Cause they're calling me by my name
And they're zipping white light beams
Disregarding bombs and satellites
That was the turning point
That was one lonely night
See The Killers LiveGet tickets as low as $68You might also like[Chorus]
The storm maker says, ""It ain't so bad""
The dream maker's gonna make you mad
The spaceman says, ""Everybody, look down
It's all in your mind""

[Verse 2]
Well, now I'm back at home, and
I'm looking forward to this life I live
You know it's gonna haunt me
So hesitation to this life I give
You think you might cross over
You're caught between the devil and the deep blue sea
You'd better look it over
Before you make that leap

[Pre-Chorus]
And you know I'm fine
But I hear those voices at night sometimes
They justify my claim
And the public don't dwell on my transmission
'Cause it wasn't televised
But it was the turning point
Oh, what a lonely night

[Chorus]
The storm maker says, ""It ain't so bad""
The dream maker's gonna make you mad
The spaceman says, ""Everybody, look down
It's all in your mind""
The storm maker says, ""It ain't so bad""
The dream maker's gonna make you mad
The spaceman says, ""Everybody, look down
It's all in your mind""
[Bridge]
My global position systems are vocally addressed
They say the Nile used to run from east to west
They say the Nile used to run
From east to west

[Pre-Chorus]
I'm fine
But I hear those voices at night
Sometimes

[Chorus]
The storm maker says, ""It ain't so bad""
The dream maker's gonna make you mad
The spaceman says, ""Everybody, look down
It's all in your mind""
The storm maker says, ""It ain't so bad""
The dream maker's gonna make you mad
The spaceman says, ""Everybody, look down
It's all in your mind""

[Outro]
It's all in my mind
It's all in my mind18Embed"
The Killers,599,The Killers,/albums/1104168,https://images.genius.com/5558a7f12de97c4a50f93855c9b174e2.1000x1000x1.jpg,Rebel Diamonds by The Killers,1104168,Rebel Diamonds,"December 8, 2023",https://genius.com/albums/The-killers/Rebel-diamonds,113732,The Killers,A Dustland Fairytale,18,/songs/113732,A Dustland Fairytale by The Killers,https://images.genius.com/97b8b6925d1a5d75ff1ddfb4db1d0959.205x205x1.png,https://images.genius.com/97b8b6925d1a5d75ff1ddfb4db1d0959.205x205x1.png,68632,complete,/The-killers-a-dustland-fairytale-lyrics,8.0,https://images.genius.com/97b8b6925d1a5d75ff1ddfb4db1d0959.205x205x1.png,https://images.genius.com/97b8b6925d1a5d75ff1ddfb4db1d0959.205x205x1.png,A Dustland Fairytale,https://genius.com/The-killers-a-dustland-fairytale-lyrics,"39 ContributorsA Dustland Fairytale Lyrics[Verse 1]
A Dustland fairytale beginning with just another white trash county kiss
In '61, long brown hair and foolish eyes
He looked just like you'd want him to, some kind of slick chrome American prince
A blue jean serenade

[Pre-Chorus]
Moon River what'd you do to me?
I don't believe you

[Chorus]
Saw Cinderella in a party dress but
She was lookin' for a night gown
I saw the devil wrappin' up his hands
He's gettin' ready for the showdown
I saw the minute that I turned away
I got my money on a pawn tonight

[Verse 2]
A change came in disguise of revelation, set his soul on fire
She said she always knew he'd come around
And the decades disappear like sinkin' ships, but we persevere
God gives us hope, but we still fear what we don't know, the mind is poison

[Pre-Chorus]
Castles in the sky sit stranded vandalized
We're drawbridges closin'
See The Killers LiveGet tickets as low as $68You might also like[Chrous]
Saw Cinderella in a party dress
But she was lookin' for a nightgown
I saw the devil wrappin' up his hands
He's gettin' ready for the showdown
I saw the ending when they turned the page
I threw my money and I ran away
Straight to the valley of the great divide
Out where the dreams all hide

[Bridge]
Out where the wind don't blow
Out here the good girls die
And the sky won't snow
Out here the bird don't sing
Out here the field don't grow
Out here the bell don't ring
Out here the bell don't ring
Out here the good girls die

[Outro]
Now Cinderella don't you go to sleep
It's such a bitter form of refuge
Oh, don't you know the kingdom's under siege
And everybody needs you
Is there still magic in the midnight sun
Or did you leave it back in sixty-one
In the cadence of a young man's eyes
Out where the dreams all hide8Embed"
The Killers,599,The Killers,/albums/1104168,https://images.genius.com/5558a7f12de97c4a50f93855c9b174e2.1000x1000x1.jpg,Rebel Diamonds by The Killers,1104168,Rebel Diamonds,"December 8, 2023",https://genius.com/albums/The-killers/Rebel-diamonds,88175,The Killers,Be Still,7,/songs/88175,Be Still by The Killers,https://images.genius.com/80330523b651c6f91944127ce46b2e33.300x300x1.jpg,https://images.genius.com/80330523b651c6f91944127ce46b2e33.1000x1000x1.jpg,1850,complete,/The-killers-be-still-lyrics,20.0,https://images.genius.com/80330523b651c6f91944127ce46b2e33.300x300x1.jpg,https://images.genius.com/80330523b651c6f91944127ce46b2e33.1000x1000x1.jpg,Be Still,https://genius.com/The-killers-be-still-lyrics,"37 ContributorsBe Still Lyrics[Verse 1]
Be still
Go on to bed
Nobody knows what lies ahead
Life is short to say the least
We're in the belly of the beast
Be still, wild and young
Long may your innocence reign
Like shells on a shore
May your limits be unknown
May your efforts be your own
If you ever feel you can't take it anymore

[Chorus]
Don't break character
You've got a lot of heart
Is this real or just a dream
Rise up like the sun
Labor till the work is done

[Verse 2]
Be still
One day you'll lead
Fearlessness on your sleeve
When you come back, tell me what did you see
Was there something out there for me
Be still
Close your eyes
Soon enough, you'll be on your own, steady and straight
And if they drag you through the mud
It doesn't change what's in your blood
Over rock, over chain, over trap, over plane
When they knock you down
See The Killers LiveGet tickets as low as $68You might also like[Chorus]
Don't break character
You've got a lot of heart
Is this real or just a dream
Be still, be still
Be still, be still

[Bridge]
Over rock and chain
Over sunset plane
Over trap and snare
When you're in too deep
In your wildest dreams
In your made up schemes
When they knock you down
When they knock you down

[Chorus]
Don't break character
You've got so much heart
Is this real or just a dream, oh
Rise up like the sun
And labor till the work is done
Rise up like the sun
And labor till the work is done
Rise up like the sun
And labor till the work is done20Embed"
